"subjectActivity"	"tBodyAccmeanX"	"tBodyAccmeanY"	"tBodyAccmeanZ"	"tBodyAccstdX"	"tBodyAccstdY"	"tBodyAccstdZ"	"tGravityAccmeanX"	"tGravityAccmeanY"	"tGravityAccmeanZ"	"tGravityAccstdX"	"tGravityAccstdY"	"tGravityAccstdZ"	"tBodyAccJerkmeanX"	"tBodyAccJerkmeanY"	"tBodyAccJerkmeanZ"	"tBodyAccJerkstdX"	"tBodyAccJerkstdY"	"tBodyAccJerkstdZ"	"tBodyGyromeanX"	"tBodyGyromeanY"	"tBodyGyromeanZ"	"tBodyGyrostdX"	"tBodyGyrostdY"	"tBodyGyrostdZ"	"tBodyGyroJerkmeanX"	"tBodyGyroJerkmeanY"	"tBodyGyroJerkmeanZ"	"tBodyGyroJerkstdX"	"tBodyGyroJerkstdY"	"tBodyGyroJerkstdZ"	"tBodyAccMagmean"	"tBodyAccMagstd"	"tGravityAccMagmean"	"tGravityAccMagstd"	"tBodyAccJerkMagmean"	"tBodyAccJerkMagstd"	"tBodyGyroMagmean"	"tBodyGyroMagstd"	"tBodyGyroJerkMagmean"	"tBodyGyroJerkMagstd"	"fBodyAccmeanX"	"fBodyAccmeanY"	"fBodyAccmeanZ"	"fBodyAccstdX"	"fBodyAccstdY"	"fBodyAccstdZ"	"fBodyAccJerkmeanX"	"fBodyAccJerkmeanY"	"fBodyAccJerkmeanZ"	"fBodyAccJerkstdX"	"fBodyAccJerkstdY"	"fBodyAccJerkstdZ"	"fBodyGyromeanX"	"fBodyGyromeanY"	"fBodyGyromeanZ"	"fBodyGyrostdX"	"fBodyGyrostdY"	"fBodyGyrostdZ"	"fBodyAccMagmean"	"fBodyAccMagstd"	"fBodyBodyAccJerkMagmean"	"fBodyBodyAccJerkMagstd"	"fBodyBodyGyroMagmean"	"fBodyBodyGyroMagstd"	"fBodyBodyGyroJerkMagmean"	"fBodyBodyGyroJerkMagstd"
"10_WALKING_DOWNSTAIRS"	-0.399112718526316	-0.439413998447368	-0.706170350192105	-0.699707307657895	-0.503717201663158	-0.810212349473684	-0.048924479781579	-0.404420698078947	-0.554386920078947	-0.380764907923684	-0.998472586842105	-0.393411325105263	-0.557519212552632	-0.593645781684211	-0.152212295531579	-0.819266881421053	-0.655403123052632	-0.342522453342105	-0.471260703842105	-0.521798327473684	-0.721004072368421	-0.679048697821053	-0.542955970210526	-0.998734670789474	-0.262182304294737	-0.953403806842105	-0.633388060263158	-0.568607368839474	-0.999101311578947	-0.125590836089474	-0.862194441578947	-0.738287545526316	0.0188219286631579	-0.502640781526316	-0.372315328412368	-0.444148925578947	-0.405200659473684	-0.319938588	-0.444731910078947	-0.432940057736842	-0.807345042105263	-0.377255459868421	-0.929702228710526	-0.664672949894737	-0.118859973894737	-0.689323486315789	-0.167700393578947	-0.479712673176316	-0.270012448078947	-0.125448284894737	-0.982320545789474	-0.610971520263158	-0.277860246306842	-0.479673947921053	-0.328753173657895	-0.535535816263158	-0.420253771473684	-0.612722978947368	-0.824066502894737	-0.421452826184211	-0.536077420160526	-0.937008511052632	-0.150813786894737	-0.183942679547368	-0.836982407631579	-0.243293385236842
"10_WALKING_UPSTAIRS"	-0.618324905191489	-0.523626510846383	-0.959361267234043	-0.510881611751064	-0.604558945446809	-0.457589293808511	-0.134190943276596	-0.431965164138298	-0.760419080595745	-0.244067122191489	-0.982075688510638	-0.505844716451064	-0.41830396212766	-0.41322157132766	-0.33728623473617	-0.999317140212766	-0.517642668665957	-0.797675763319149	-0.607021290489362	-0.51011280337234	-0.935964658085106	-0.531108655382979	-0.651297147489362	-0.879392800851064	-0.19407606222766	-0.735705648255319	-0.656904353787234	-0.507083284234043	-0.990136925106383	-0.186434062340426	-0.785744887455319	-0.624025338483617	-0.0918236708702128	-0.462801175174468	-0.671469203276596	-0.407197456744681	-0.398784521276596	-0.544100629361702	-0.497039386951064	-0.413142045317021	-0.418997350934043	-0.658946582276596	-0.827256916234043	-0.676013462904255	-0.425634213340426	-0.869767905957447	-0.269890218478723	-0.618345712787234	-0.513218922042553	-0.202424999276596	-0.697446695382979	-0.711196433957447	-0.272863059404255	-0.281577877319149	-0.150483371787234	-0.413034658468085	-0.61789244587234	-0.4323528054	-0.736744523534043	-0.217113136234043	-0.845450263574468	-0.693376969468085	-0.187778692585106	-0.106489920974468	-0.869952895893617	-0.46358681075
"11_LAYING"	-0.658646452701754	-0.362821244263158	-0.858626515561403	-0.446395130087719	-0.201436445122807	-0.730162940482456	-0.324632686403509	-0.586646487608772	-0.569597333280702	-0.486498815070175	-0.701667847210526	-0.750876595424561	-0.262896297035088	-0.309421244789474	-0.216126527254386	-0.831331000175439	-0.617993892035088	-0.528414077482456	-0.59117524654386	-0.405254838340351	-0.751700006701754	-0.497633986473684	-0.48382551885614	-0.74925691231579	-0.262786010347368	-0.806979060684211	-0.436757369912281	-0.58581101322386	-0.579923394570175	-0.492170714296491	-0.785790675929825	-0.60967592465614	-0.073791435931579	-0.770740306877193	-0.693448623035088	-0.498470425178947	-0.139466066280702	-0.473065051894737	-0.217196405824561	-0.344106518263158	-0.775773211233333	-0.290169844431579	-0.796341471561404	-0.350423779245614	-0.281406282473684	-0.295554709982456	-0.173315033789474	-0.303433579192982	-0.407035062984211	-0.35656923077193	-0.815228333947368	-0.500598615982456	-0.271675253708772	-0.54344690922807	-0.0640110518	-0.684820356333333	-0.777741583157895	-0.482149746315789	-0.90412305122807	-0.372669539333333	-0.634587594245614	-0.896120324736842	-0.121497709591228	-0.411250387403509	-0.999314142807018	-0.619956343438597
"11_SITTING"	-0.778290736	-0.256505175811321	-0.798997722471698	-0.561386705849057	-0.185848502277358	-0.463107108018868	-0.165509305735849	-0.49743660849434	-0.60550364245283	-0.370872406692453	-0.846550571156604	-0.522704181509434	-0.174766894792453	-0.520943075632075	-0.256973266823208	-0.788047640188679	-0.365255779229245	-0.59181411729434	-0.653457212924528	-0.253213315526415	-0.735218286962264	-0.584443510711321	-0.464001976396226	-0.839744507358491	-0.196143812415094	-0.705406272150943	-0.7042474455	-0.438725225811321	-0.719666034037736	-0.417909661471698	-0.570838753075472	-0.692487240509434	-0.131187810632075	-0.616487740098113	-0.635090939728302	-0.268351182981132	-0.185679064511321	-0.590642554509434	-0.415414381434528	-0.161994812981132	-0.709085925132075	-0.429682639490566	-0.669502691377359	-0.520782596264151	-0.251036328301887	-0.523153765849057	-0.353543765260377	-0.52060283754717	-0.374891790433962	-0.44454821845283	-0.703906253075472	-0.710333424	-0.374349353188679	-0.627139929924528	-0.121620652092453	-0.683689327283019	-0.699973504018868	-0.282731181603774	-0.988151201320755	-0.520749740283019	-0.493204456396226	-0.999355466415094	-0.42074658384717	-0.274397952169811	-0.752647597177359	-0.580656426230189
"11_STANDING"	-0.765212655808511	-0.604368550085106	-0.634237046893617	-0.764735052382979	-0.335460851404255	-0.564497204746809	-0.188245163347447	-0.371343698012766	-0.706141890953191	-0.284598304785106	-0.762896587468085	-0.470644335297872	-0.331905681429787	-0.45180645106383	-0.145565980808511	-0.697152939957447	-0.577889078319149	-0.544412853914894	-0.444580591042553	-0.471969617659574	-0.600937451702128	-0.718928730170213	-0.531121944893617	-0.765564726468085	-0.137172101412766	-0.687002131893617	-0.752328132574468	-0.238885357795745	-0.81326923487234	-0.219646923468085	-0.614625677425532	-0.777570182765957	-0.274978270391936	-0.552657760667872	-0.628193417787234	-0.358602098510638	-0.451938499957447	-0.459204044553191	-0.6466297954	-0.485632403553191	-0.972542447659574	-0.544240059446809	-0.698464195106383	-0.645163249346808	-0.146482183404255	-0.300748488831915	-0.214204768251064	-0.453842279553192	-0.226273519276596	-0.371977360744681	-0.689732804042553	-0.760909811502128	-0.0573264788	-0.853028761914894	-0.0494690612765957	-0.734384542659574	-0.741433429170213	-0.380727757340426	-0.652995572989362	-0.764823846085106	-0.421197006976596	-0.79637225812766	-0.517646543148936	-0.0539670618942553	-0.965725980425532	-0.611213269425532
"11_WALKING"	-0.554605451033898	-0.558153724374576	-0.640460773542373	-0.779706561411864	-0.368046349298305	-0.766164637864407	-0.174556555559322	-0.453052219818644	-0.652402727389831	-0.524474165745763	-0.99741434779661	-0.464453041983051	-0.485438042830508	-0.456919805322034	-0.196637484268644	-0.842849318830509	-0.532606945457627	-0.543844227813559	-0.439417482355932	-0.505233385745763	-0.669862732313559	-0.770980947847458	-0.58184401979661	-0.973991022033898	-0.243456827254237	-0.935194962372881	-0.710470887051356	-0.541746829305085	-0.94490309440678	-0.148278310677966	-0.814989920135593	-0.540926192830508	-0.162363277271186	-0.853164124089831	-0.38769299761017	-0.411487970864407	-0.357281230372881	-0.350309290642373	-0.496427603983051	-0.414656390677966	-0.669047293391525	-0.446336533169492	-0.918622914067797	-0.461646658322034	-0.195356162508475	-0.525631333966102	-0.159671960474576	-0.520514594237288	-0.291482786762712	-0.482911401528814	-0.944893165372881	-0.692050877411864	-0.16928829459322	-0.474361637237288	-0.152770406377966	-0.78822500090339	-0.479224343322034	-0.588883824321356	-0.75360032438983	-0.479563846661017	-0.590016469525424	-0.719137119847458	-0.154117632152542	-0.262518247847458	-0.804529947118644	-0.322019430038983
"11_WALKING_DOWNSTAIRS"	-0.628867904521739	-0.642991408695652	-0.998537212173913	-0.483574516608696	-0.483588423695652	-0.34603533	-0.289623294452174	-0.703312715065217	-0.490784696869565	-0.460550046108696	-0.91460035576087	-0.313520308282609	-0.303308070945652	-0.600811131086956	-0.312121049854348	-0.99659349826087	-0.640320519543478	-0.84521526326087	-0.598697654608696	-0.53719605433913	-0.987608884782609	-0.479837057454348	-0.673119638793478	-0.774195234586956	-0.204548247021739	-0.705629275086956	-0.550360374923913	-0.528306377465217	-0.772525736565217	-0.105738821021739	-0.675170927478261	-0.632691605828261	-0.203987836282609	-0.604375096804348	-0.513159526917391	-0.514692572608696	-0.352252523891304	-0.488149226282609	-0.543591724732609	-0.293362417043478	-0.377136677804348	-0.615790450345652	-0.747912688195652	-0.600401906152174	-0.348455385934783	-0.795710791086957	-0.226899253130435	-0.544982621095652	-0.435790121456522	-0.49684331	-0.746131288326087	-0.546558513130435	-0.336041736147826	-0.194937358304348	-0.0938401207173913	-0.906934230652174	-0.533118291804348	-0.461427949043478	-0.680872089019565	-0.212431626330435	-0.643769563223913	-0.630624006043478	-0.1626513515	-0.166230903156522	-0.775227194054348	-0.292849308632609
"11_WALKING_UPSTAIRS"	-0.540765369537037	-0.467264058390741	-0.928463641166667	-0.379995795833333	-0.348666846814815	-0.527279094948148	-0.350130492173889	-0.882889807222222	-0.594604531027778	-0.768892504	-0.748169067240741	-0.46407976912963	-0.712161213518518	-0.128596092968519	-0.473354486612963	-0.85168403037037	-0.445960697574074	-0.567268454940741	-0.476740732555556	-0.536024118148148	-0.897984131296296	-0.525266036462963	-0.661966920716667	-0.671492782203704	-0.347766478351852	-0.999866851666667	-0.6145944945	-0.734526851277778	-0.682074877037037	-0.103790569538519	-0.937554560314815	-0.525560961092593	-0.199085374940741	-0.99404037	-0.718815073762963	-0.558925677083889	-0.368192987688889	-0.484752779055556	-0.51319017062963	-0.599891014716667	-0.649120238351852	-0.5463839804	-0.999966395555556	-0.22472636027037	-0.503385026433333	-0.244830522444444	-0.214543247481296	-0.435868770333333	-0.486964630097963	-0.540001298666667	-0.999872909259259	-0.623659990981482	-0.172155185385185	-0.413132778944444	-0.0598252761964815	-0.688403604759259	-0.716892203703704	-0.611044306555556	-0.491506036192593	-0.483917920574074	-0.766300275111111	-0.544290611101852	-0.0741989009814815	-0.502387266740741	-0.76069486062963	-0.467282978277778
"12_LAYING"	-0.66654510845	-0.84933737565	-0.466292949731667	-0.597062137016667	-0.76925485	-0.08972191638	-0.57957526995	-0.24937125295	-0.787009636566667	-0.592872968766667	-0.410735499066667	-0.691102324716667	-0.19715245595	-0.389986101116667	-0.432454595	-0.4198184787585	-0.567964361245	-0.700683820366667	-0.469475182366667	-0.921634821	-0.478725541883333	-0.668738399716667	-0.72364176555	-0.388118467386667	-0.790711621033333	-0.59742508022	-0.839483225633333	-0.759153819466667	-0.335245074683333	-0.315524433883333	-0.5081263543	-0.677246438743333	-0.721720252666667	-0.275059154721667	-0.644977534533333	-0.947317752166667	-0.26580787665	-0.471703055623333	-0.917579897616667	-0.175481135633333	-0.548209428211667	-0.999867484833333	-0.539343395883333	-0.666396322538333	-0.490889190865	-0.142303014228333	-0.45911072841	-0.50039267875	-0.334123955716667	-0.735346529	-0.586574253566667	-0.773505087116667	-0.360584780866667	-0.2017941883	-0.642237373066667	-0.31987032984	-0.574065624954667	-0.9550278607	-0.385007807398333	-0.866462172966667	-0.519794792983333	-0.552658440836667	-0.5458607245	-0.342870655245167	-0.542927154203333	-0.858334327678333
"12_SITTING"	-0.414569132509804	-0.998478073529412	-0.643553503235294	-0.599964383254902	-0.786334083764706	-0.266723459937255	-0.655843489196078	-0.14971536145098	-0.552960579156863	-0.773795081568627	-0.296351237941176	-0.629744984945098	-0.488160419117647	-0.269352586921569	-0.805542515098039	-0.648088006509804	-0.737344732529412	-0.723667931941177	-0.271485764764706	-0.999844565686275	-0.547353837941176	-0.595929959970588	-0.819254897627451	-0.417020648823529	-0.708316059058824	-0.594970921098039	-0.50815258727451	-0.941797065901961	-0.38356088472549	-0.197783837372549	-0.793559316078431	-0.53616102527451	-0.477997782755882	-0.408713866843137	-0.430148001278431	-0.830507654019608	-0.504294864313725	-0.216840003235294	-0.723129475686275	-0.538883858764706	-0.573439739864706	-0.727991480647059	-0.808495005882353	-0.614916047686275	-0.833745577647059	-0.393281639294118	-0.409481984431373	-0.478919286156863	-0.155374384813725	-0.724893960803922	-0.669962677884314	-0.490682791235294	-0.296130836352941	-0.20388416174902	-0.329639998998039	-0.55078965445098	-0.56363129927451	-0.996522680588235	-0.344979636597647	-0.82851019127451	-0.799279529117647	-0.643204443333333	-0.408078519156863	-0.382588502843137	-0.195431732215686	-0.836666908941176
